'sample #','EEG Fp1','EEG Fp2','EEG F3','EEG F4','EEG F7','EEG F8','EEG T3','EEG T4','EEG C3','EEG C4','EEG T5','EEG T6','EEG P3','EEG P4','EEG O1','EEG O2','EEG Fz','EEG Cz','EEG Pz','EEG A2-A1','ECG ECG','EDF Annotations'
174,-1172,6265,311,-1926,-3988,4420,7687,-826,1945,-3103,2277,1756,3618,1629,273,-787,-3148,1729,5276,-3126,-16635,0
175,-629,6684,609,-1510,-2758,4484,8922,-1237,2125,-3539,2218,1190,3478,721,46,-1767,-2757,2312,4604,-3600,-16002,0
176,-132,7101,826,-1241,-1592,4568,10184,-1885,2184,-4153,1973,367,3126,-452,-535,-2985,-2516,2541,3590,-4057,-15285,0
177,257,7465,948,-1173,-619,4593,11295,-2714,2110,-4897,1541,-635,2574,-1781,-1447,-4332,-2475,2305,2295,-4430,-14514,0
178,480,7724,963,-1332,64,4496,12057,-3635,1904,-5698,945,-1698,1852,-3126,-2620,-5667,-2654,1598,824,-4662,-13733,0
179,496,7831,867,-1710,405,4243,12300,-4540,1573,-6478,223,-2696,999,-4345,-3952,-6839,-3044,520,-696,-4720,-13000,0
180,286,7752,665,-2269,400,3840,11935,-5325,1137,-7161,-571,-3505,62,-5315,-5325,-7714,-3607,-751,-2134,-4591,-12376,0
181,-137,7479,373,-2950,91,3340,10987,-5904,613,-7692,-1373,-4032,-914,-5958,-6623,-8196,-4285,-2005,-3373,-4281,-11916,0
182,-726,7037,13,-3685,-443,2836,9601,-6219,29,-8041,-2117,-4219,-1895,-6236,-7745,-8242,-5011,-3043,-4324,-3804,-11663,0
183,-1409,6487,-385,-4402,-1099,2449,8003,-6241,-587,-8202,-2749,-4047,-2833,-6153,-8621,-7864,-5717,-3715,-4929,-3173,-11641,0
184,-2092,5918,-792,-5041,-1774,2296,6439,-5972,-1197,-8190,-3232,-3526,-3684,-5735,-9215,-7124,-6341,-3935,-5164,-2406,-11847,0
185,-2695,5429,-1182,-5554,-2390,2458,5108,-5439,-1762,-8032,-3561,-2694,-4400,-5025,-9521,-6112,-6836,-3671,-5040,-1533,-12256,0
186,-3159,5100,-1536,-5915,-2909,2951,4122,-4692,-2239,-7758,-3759,-1611,-4937,-4076,-9564,-4936,-7176,-2947,-4597,-604,-12818,0
187,-3464,4967,-1841,-6122,-3341,3710,3493,-3802,-2585,-7403,-3872,-359,-5256,-2954,-9388,-3702,-7358,-1823,-3902,302,-13469,0
188,-3627,5005,-2091,-6197,-3729,4601,3158,-2860,-2764,-6996,-3952,960,-5336,-1743,-9046,-2507,-7404,-392,-3036,1089,-14134,0
189,-3696,5137,-2279,-6184,-4132,5445,3026,-1967,-2748,-6567,-4043,2232,-5176,-538,-8593,-1427,-7360,1224,-2084,1658,-14742,0
190,-3733,5250,-2402,-6137,-4594,6071,3011,-1216,-2532,-6141,-4162,3346,-4795,563,-8076,-511,-7281,2871,-1128,1932,-15242,0
191,-3792,5235,-2457,-6106,-5123,6352,3058,-686,-2141,-5748,-4301,4209,-4230,1473,-7530,215,-7224,4379,-233,1880,-15613,0
192,-3912,5021,-2451,-6128,-5689,6240,3145,-420,-1627,-5419,-4427,4763,-3533,2131,-6974,757,-7229,5577,553,1520,-15867,0
193,-4100,4601,-2400,-6217,-6228,5770,3271,-432,-1066,-5187,-4499,4986,-2760,2515,-6417,1141,-7316,6326,1207,918,-16054,0
194,-4344,4027,-2335,-6361,-6673,5050,3437,-703,-538,-5082,-4477,4892,-1967,2636,-5858,1413,-7477,6550,1725,160,-16243,0
195,-4612,3399,-2288,-6535,-6970,4220,3641,-1191,-110,-5125,-4336,4518,-1203,2539,-5291,1621,-7686,6263,2124,-669,-16503,0
196,-4868,2823,-2293,-6704,-7104,3424,3879,-1845,186,-5317,-4069,3914,-504,2284,-4711,1819,-7908,5564,2437,-1508,-16883,0
197,-5084,2379,-2371,-6846,-7097,2774,4155,-2609,351,-5634,-3690,3132,115,1936,-4117,2045,-8111,4627,2709,-2327,-17398,0
198,-5247,2097,-2524,-6949,-7005,2334,4477,-3433,419,-6025,-3229,2222,654,1554,-3515,2316,-8276,3657,2986,-3121,-18023,0
199,-5361,1955,-2740,-7020,-6897,2114,4856,-4268,435,-6425,-2732,1229,1127,1183,-2919,2630,-8401,2844,3307,-3903,-18709,0
200,-5442,1895,-2998,-7081,-6840,2077,5288,-5079,430,-6767,-2257,193,1549,851,-2354,2963,-8499,2318,3692,-4690,-19396,0
201,-5515,1849,-3277,-7164,-6884,2147,5737,-5844,416,-7003,-1868,-856,1926,571,-1847,3275,-8597,2128,4132,-5501,-20037,0
202,-5606,1767,-3562,-7300,-7055,2228,6131,-6559,374,-7115,-1625,-1902,2251,329,-1421,3513,-8727,2234,4596,-6355,-20611,0
203,-5733,1632,-3852,-7518,-7361,2218,6366,-7239,274,-7123,-1578,-2950,2501,97,-1089,3625,-8919,2526,5029,-7274,-21122,0
204,-5907,1449,-4151,-7838,-7791,2026,6337,-7907,86,-7069,-1746,-4010,2648,-159,-849,3563,-9198,2862,5374,-8278,-21591,0
205,-6129,1241,-4464,-8264,-8327,1589,5975,-8580,-196,-7008,-2111,-5093,2671,-472,-681,3295,-9576,3104,5585,-9377,-22035,0
206,-6395,1029,-4790,-8786,-8942,889,5267,-9258,-559,-6984,-2617,-6182,2568,-862,-555,2805,-10050,3142,5639,-10555,-22456,0
207,-6694,821,-5118,-9377,-9604,-44,4274,-9911,-968,-7025,-3173,-7231,2355,-1323,-441,2095,-10601,2920,5536,-11765,-22833,0
208,-7018,609,-5431,-10001,-10270,-1138,3113,-10481,-1390,-7137,-3676,-8160,2063,-1830,-322,1194,-11197,2429,5297,-12932,-23127,0
209,-7359,382,-5713,-10617,-10893,-2300,1927,-10902,-1804,-7318,-4032,-8875,1722,-2344,-205,130,-11804,1700,4947,-13964,-23303,0
210,-7714,133,-5957,-11197,-11426,-3438,843,-11119,-2215,-7564,-4176,-9295,1350,-2828,-117,-1046,-12388,789,4502,-14782,-23341,0
211,-8079,-133,-6169,-11729,-11833,-4482,-53,-11107,-2648,-7879,-4088,-9382,942,-3262,-106,-2287,-12931,-243,3963,-15335,-23252,0
212,-8451,-398,-6366,-12217,-12093,-5398,-734,-10884,-3140,-8268,-3793,-9153,478,-3646,-222,-3536,-13428,-1341,3316,-15618,-23071,0
213,-8827,-639,-6568,-12681,-12210,-6182,-1211,-10507,-3714,-8734,-3356,-8676,-79,-4000,-504,-4735,-13886,-2461,2545,-15657,-22846,0
214,-9192,-833,-6788,-13136,-12204,-6839,-1524,-10050,-4374,-9262,-2862,-8054,-749,-4351,-963,-5825,-14314,-3568,1648,-15497,-22623,0
215,-9528,-966,-7025,-13588,-12109,-7369,-1707,-9591,-5090,-9818,-2398,-7394,-1532,-4721,-1575,-6746,-14715,-4639,646,-15180,-22420,0
216,-9805,-1029,-7264,-14019,-11955,-7753,-1777,-9201,-5812,-10357,-2037,-6793,-2401,-5122,-2283,-7446,-15077,-5659,-411,-14728,-22229,0
217,-9990,-1020,-7475,-14396,-11760,-7955,-1726,-8930,-6472,-10834,-1828,-6324,-3299,-5550,-3003,-7887,-15380,-6621,-1451,-14146,-22012,0
218,-10045,-926,-7624,-14676,-11527,-7938,-1537,-8821,-7006,-11224,-1787,-6037,-4152,-5991,-3650,-8047,-15595,-7525,-2387,-13433,-21715,0
219,-9938,-731,-7678,-14819,-11245,-7678,-1189,-8901,-7354,-11529,-1901,-5965,-4884,-6424,-4147,-7930,-15698,-8372,-3137,-12593,-21278,0
220,-9648,-406,-7613,-14799,-10904,-7182,-680,-9179,-7473,-11767,-2134,-6117,-5423,-6815,-4443,-7562,-15665,-9157,-3631,-11640,-20639,0
221,-9169,75,-7416,-14603,-10502,-6485,-27,-9638,-7335,-11961,-2435,-6473,-5719,-7127,-4520,-6986,-15484,-9858,-3820,-10591,-19730,0
222,-8514,732,-7086,-14234,-10053,-5647,723,-10223,-6931,-12115,-2754,-6974,-5744,-7301,-4391,-6253,-15145,-10436,-3680,-9453,-18471,0
223,-7718,1556,-6637,-13705,-9593,-4737,1502,-10841,-6277,-12208,-3051,-7523,-5499,-7279,-4095,-5413,-14650,-10837,-3214,-8211,-16767,0
224,-6839,2514,-6101,-13043,-9167,-3821,2228,-11380,-5419,-12199,-3305,-7997,-5020,-7011,-3686,-4514,-14013,-11008,-2457,-6824,-14512,0
225,-5950,3537,-5522,-12291,-8821,-2953,2816,-11737,-4439,-12049,-3518,-8273,-4372,-6474,-3226,-3595,-13268,-10918,-1477,-5239,-11622,0
226,-5135,4540,-4963,-11509,-8586,-2177,3190,-11844,-3448,-11743,-3707,-8260,-3641,-5687,-2768,-2689,-12476,-10576,-368,-3418,-8055,0
227,-4474,5432,-4494,-10773,-8474,-1529,3302,-11695,-2574,-11309,-3901,-7925,-2921,-4718,-2353,-1826,-11718,-10037,753,-1362,-3853,0
228,-4031,6138,-4180,-10169,-8477,-1037,3138,-11338,-1937,-10816,-4125,-7290,-2291,-3665,-2003,-1027,-11084,-9399,1770,875,848,0
229,-3841,6611,-4069,-9768,-8577,-721,2721,-10861,-1625,-10356,-4390,-6426,-1799,-2638,-1715,-309,-10655,-8772,2588,3190,5821,0
230,-3900,6847,-4181,-9614,-8750,-579,2104,-10356,-1672,-10014,-4690,-5420,-1454,-1729,-1462,322,-10478,-8253,3148,5449,10773,0
231,-4168,6875,-4495,-9708,-8980,-582,1361,-9890,-2054,-9838,-5004,-4352,-1223,-988,-1201,869,-10557,-7901,3443,7514,15383,0
232,-4573,6751,-4956,-10002,-9259,-670,570,-9489,-2697,-9820,-5297,-3278,-1044,-420,-882,1350,-10849,-7717,3515,9271,19340,0
233,-5027,6541,-5479,-10410,-9577,-754,-194,-9134,-3491,-9899,-5534,-2226,-843,18,-461,1789,-11269,-7654,3447,10642,22368,0
234,-5440,6306,-5971,-10825,-9917,-741,-870,-8778,-4316,-9978,-5683,-1211,-550,394,92,2223,-11719,-7629,3342,11587,24244,0
235,-5735,6094,-6346,-11147,-10247,-543,-1403,-8367,-5063,-9950,-5719,-246,-114,792,783,2686,-12098,-7554,3312,12092,24796,0
236,-5861,5939,-6543,-11300,-10521,-112,-1749,-7858,-5641,-9727,-5624,651,499,1289,1594,3217,-12331,-7351,3450,12151,23914,0
237,-5799,5864,-6536,-11250,-10686,547,-1866,-7235,-5994,-9256,-5389,1448,1299,1945,2489,3844,-12373,-6973,3827,11762,21559,0
238,-5557,5882,-6333,-11005,-10694,1371,-1723,-6513,-6092,-8535,-5012,2108,2288,2794,3418,4587,-12219,-6399,4485,10920,17793,0
239,-5167,6002,-5975,-10614,-10517,2250,-1296,-5739,-5933,-7611,-4500,2593,3452,3829,4330,5444,-11900,-5641,5426,9625,12795,0
240,-4678,6220,-5523,-10153,-10154,3044,-581,-4988,-5544,-6579,-3869,2872,4767,5007,5176,6391,-11478,-4718,6612,7891,6875,0
241,-4151,6516,-5045,-9708,-9633,3613,400,-4353,-4977,-5563,-3150,2922,6196,6235,5911,7374,-11032,-3659,7970,5759,462,0
242,-3652,6841,-4604,-9365,-9000,3844,1603,-3928,-4302,-4704,-2384,2735,7678,7386,6498,8312,-10650,-2494,9389,3300,-5950,0
243,-3241,7128,-4248,-9189,-8307,3674,2948,-3792,-3605,-4129,-1617,2319,9137,8316,6903,9107,-10410,-1256,10738,618,-11865,0
244,-2966,7308,-4002,-9215,-7603,3108,4336,-3988,-2976,-3926,-892,1704,10480,8887,7098,9658,-10362,18,11886,-2158,-16866,0
245,-2845,7326,-3868,-9434,-6916,2222,5652,-4499,-2495,-4121,-243,943,11612,8996,7062,9878,-10514,1287,12720,-4881,-20681,0
246,-2862,7178,-3825,-9798,-6259,1154,6777,-5251,-2221,-4663,315,109,12450,8609,6792,9712,-10827,2502,13169,-7404,-23214,0
247,-2963,6911,-3837,-10219,-5632,89,7608,-6117,-2188,-5431,779,-722,12929,7745,6302,9145,-11217,3608,13205,-9584,-24541,0
248,-3071,6624,-3862,-10588,-5027,-777,8070,-6949,-2403,-6258,1157,-1480,13019,6494,5626,8208,-11572,4546,12846,-11307,-24871,0
249,-3101,6435,-3867,-10798,-4448,-1269,8129,-7611,-2848,-6973,1452,-2130,12712,4984,4812,6970,-11779,5261,12141,-12497,-24495,0
250,-2994,6442,-3834,-10771,-3912,-1270,7797,-8014,-3489,-7437,1657,-2672,12029,3359,3917,5523,-11757,5699,11149,-13130,-23719,0
251,-2728,6689,-3764,-10475,-3448,-754,7133,-8133,-4278,-7579,1752,-3144,11014,1753,2997,3976,-11472,5821,9930,-13237,-22821,0
252,-2333,7151,-3673,-9934,-3097,214,6240,-8007,-5159,-7404,1713,-3600,9732,273,2098,2431,-10947,5610,8545,-12910,-22020,0
253,-1871,7742,-3584,-9221,-2891,1481,5246,-7721,-6067,-6986,1520,-4090,8274,-1005,1262,985,-10256,5084,7059,-12279,-21459,0
254,-1418,8354,-3514,-8441,-2845,2842,4292,-7374,-6927,-6435,1177,-4635,6752,-2030,518,-278,-9499,4304,5554,-11497,-21206,0
255,-1037,8887,-3464,-7705,-2950,4080,3505,-7053,-7663,-5867,710,-5222,5292,-2776,-105,-1295,-8782,3374,4132,-10715,-21260,0
256,-759,9280,-3424,-7109,-3175,5004,2972,-6816,-8207,-5375,169,-5804,4015,-3232,-590,-2024,-8194,2424,2908,-10056,-21562,0
257,-587,9515,-3370,-6724,-3473,5483,2726,-6686,-8513,-5014,-389,-6322,3018,-3407,-925,-2450,-7798,1589,1987,-9602,-22015,0
258,-506,9605,-3284,-6590,-3793,5458,2740,-6658,-8568,-4801,-919,-6714,2355,-3325,-1115,-2585,-7629,972,1441,-9380,-22504,0
259,-500,9561,-3156,-6714,-4086,4941,2941,-6706,-8396,-4719,-1390,-6936,2030,-3032,-1178,-2465,-7698,619,1293,-9366,-22918,0
260,-564,9382,-2990,-7078,-4306,4010,3238,-6795,-8056,-4728,-1793,-6960,1997,-2584,-1145,-2138,-7995,514,1512,-9492,-23180,0
261,-711,9045,-2806,-7641,-4416,2788,3556,-6887,-7624,-4783,-2131,-6781,2182,-2040,-1053,-1654,-8489,575,2017,-9664,-23257,0
262,-954,8522,-2627,-8337,-4389,1426,3862,-6947,-7183,-4837,-2400,-6417,2500,-1450,-933,-1052,-9128,688,2699,-9782,-23167,0
263,-1299,7805,-2480,-9085,-4213,83,4168,-6951,-6810,-4855,-2592,-5911,2875,-852,-810,-357,-9842,732,3443,-9763,-22968,0
264,-1734,6919,-2385,-9795,-3900,-1101,4513,-6896,-6564,-4820,-2691,-5334,3251,-271,-698,416,-10546,610,4139,-9563,-22739,0
265,-2234,5938,-2357,-10378,-3497,-2016,4930,-6803,-6492,-4741,-2686,-4782,3591,275,-599,1251,-11155,267,4698,-9184,-22554,0
266,-2752,4962,-2408,-10763,-3081,-2603,5410,-6714,-6623,-4645,-2581,-4362,3872,775,-508,2128,-11594,-309,5059,-8669,-22467,0
267,-3247,4106,-2543,-10908,-2750,-2848,5898,-6676,-6966,-4575,-2400,-4160,4082,1220,-415,3015,-11817,-1090,5196,-8082,-22491,0
268,-3682,3469,-2762,-10802,-2603,-2774,6293,-6721,-7505,-4564,-2186,-4214,4216,1614,-300,3877,-11803,-2021,5128,-7482,-22609,0
269,-4027,3122,-3047,-10465,-2713,-2421,6489,-6841,-8190,-4621,-1981,-4489,4279,1975,-137,4680,-11564,-3025,4921,-6900,-22777,0
270,-4258,3097,-3369,-9942,-3112,-1836,6411,-6985,-8935,-4720,-1817,-4878,4289,2346,99,5402,-11134,-4022,4675,-6330,-22947,0
271,-4359,3386,-3687,-9293,-3776,-1065,6045,-7067,-9630,-4807,-1702,-5232,4271,2771,430,6031,-10568,-4932,4509,-5738,-23083,0
272,-4325,3942,-3958,-8589,-4635,-158,5441,-6998,-10157,-4818,-1626,-5402,4256,3293,849,6566,-9930,-5690,4522,-5089,-23164,0
273,-4176,4680,-4152,-7908,-5582,811,4700,-6728,-10419,-4709,-1566,-5293,4267,3921,1327,6998,-9297,-6261,4766,-4377,-23195,0
274,-3956,5479,-4259,-7333,-6499,1735,3945,-6270,-10360,-4486,-1504,-4895,4312,4618,1801,7314,-8750,-6640,5221,-3645,-23190,0
275,-3741,6193,-4296,-6944,-7274,2478,3288,-5712,-9983,-4210,-1438,-4293,4379,5298,2186,7487,-8372,-6863,5795,-2987,-23170,0
276,-3622,6670,-4299,-6812,-7821,2884,2811,-5202,-9348,-3993,-1379,-3644,4438,5837,2391,7488,-8234,-6987,6347,-2529,-23146,0
277,-3679,6781,-4308,-6980,-8087,2831,2564,-4903,-8551,-3959,-1351,-3129,4448,6106,2339,7291,-8386,-7077,6723,-2392,-23119,0
278,-3961,6458,-4355,-7456,-8063,2255,2566,-4954,-7707,-4208,-1381,-2913,4367,5999,1985,6886,-8840,-7182,6797,-2656,-23078,0
279,-4454,5721,-4453,-8200,-7773,1194,2811,-5426,-6918,-4780,-1486,-3101,4167,5457,1328,6283,-9564,-7320,6502,-3338,-23010,0
280,-5085,4680,-4588,-9126,-7274,-218,3270,-6309,-6257,-5634,-1671,-3726,3837,4490,410,5513,-10479,-7466,5852,-4384,-22906,0
281,-5733,3520,-4727,-10118,-6638,-1763,3894,-7511,-5760,-6657,-1927,-4747,3395,3173,-685,4622,-11474,-7565,4934,-5683,-22768,0
282,-6258,2457,-4829,-11052,-5946,-3192,4616,-8887,-5422,-7689,-2228,-6065,2888,1636,-1839,3668,-12423,-7551,3892,-7097,-22614,0
283,-6542,1687,-4859,-11819,-5273,-4279,5357,-10267,-5214,-8570,-2535,-7543,2389,44,-2920,2711,-13214,-7363,2901,-8482,-22468,0
284,-6518,1330,-4795,-12352,-4684,-4876,6046,-11492,-5087,-9169,-2798,-9030,1984,-1430,-3790,1810,-13770,-6972,2129,-9725,-22354,0
285,-6192,1405,-4637,-12638,-4232,-4939,6638,-12442,-4987,-9420,-2962,-10383,1755,-2635,-4338,1018,-14065,-6388,1705,-10746,-22281,0
286,-5640,1824,-4406,-12710,-3958,-4542,7115,-13050,-4867,-9323,-2979,-11483,1761,-3464,-4495,374,-14126,-5658,1699,-11516,-22241,0
287,-4987,2419,-4135,-12637,-3889,-3845,7494,-13309,-4690,-8936,-2816,-12256,2020,-3875,-4254,-95,-14018,-4854,2105,-12043,-22205,0
288,-4376,2991,-3868,-12497,-4042,-3049,7800,-13257,-4445,-8352,-2471,-12679,2499,-3895,-3670,-387,-13825,-4054,2846,-12366,-22131,0
289,-3934,3361,-3641,-12348,-4416,-2346,8048,-12970,-4138,-7672,-1971,-12779,3121,-3610,-2856,-516,-13620,-3322,3785,-12540,-21980,0
290,-3737,3417,-3479,-12220,-4997,-1867,8223,-12530,-3798,-6983,-1372,-12621,3781,-3140,-1949,-516,-13446,-2696,4758,-12619,-21728,0
291,-3798,3146,-3392,-12101,-5756,-1655,8281,-12011,-3467,-6339,-743,-12287,4370,-2613,-1090,-432,-13306,-2185,5606,-12641,-21375,0
292,-4065,2629,-3369,-11949,-6650,-1659,8165,-11457,-3188,-5761,-157,-11849,4798,-2128,-385,-312,-13165,-1771,6205,-12618,-20949,0
293,-4432,2026,-3385,-11712,-7624,-1755,7834,-10879,-2989,-5235,327,-11356,5012,-1746,108,-202,-12968,-1426,6489,-12535,-20498,0
294,-4768,1532,-3405,-11342,-8611,-1790,7290,-10263,-2879,-4730,666,-10824,5001,-1477,377,-137,-12662,-1115,6453,-12356,-20076,0
295,-4946,1328,-3394,-10816,-9534,-1626,6595,-9578,-2837,-4205,833,-10248,4790,-1299,445,-148,-12212,-811,6141,-12042,-19728,0
296,-4872,1537,-3326,-10149,-10308,-1186,5863,-8803,-2818,-3628,821,-9612,4431,-1169,350,-253,-11622,-499,5630,-11570,-19481,0
297,-4512,2186,-3184,-9388,-10846,-483,5235,-7938,-2764,-2981,635,-8912,3990,-1047,132,-457,-10930,-168,5006,-10952,-19335,0
298,-3893,3204,-2965,-8612,-11079,377,4849,-7011,-2620,-2273,301,-8163,3540,-904,-179,-756,-10209,196,4350,-10245,-19268,0
299,-3106,4427,-2684,-7913,-10965,1216,4801,-6079,-2349,-1539,-136,-7401,3145,-734,-562,-1134,-9547,609,3723,-9547,-19244,0
300,-2282,5634,-2365,-7380,-10511,1818,5124,-5216,-1940,-834,-618,-6679,2860,-546,-998,-1560,-9035,1095,3172,-8984,-19220,0
301,-1567,6600,-2039,-7086,-9777,1982,5787,-4500,-1422,-231,-1079,-6054,2709,-365,-1469,-1997,-8743,1669,2717,-8676,-19163,0
302,-1089,7139,-1747,-7075,-8870,1571,6694,-4003,-850,199,-1468,-5576,2688,-229,-1952,-2401,-8718,2324,2363,-8708,-19053,0
303,-933,7148,-1523,-7354,-7930,544,7712,-3781,-309,388,-1761,-5284,2753,-180,-2428,-2728,-8970,3011,2092,-9102,-18885,0
304,-1125,6624,-1395,-7897,-7102,-1021,8686,-3868,108,289,-1973,-5197,2833,-255,-2874,-2937,-9475,3637,1871,-9800,-18669,0
305,-1629,5663,-1385,-8642,-6513,-2944,9464,-4269,311,-116,-2149,-5316,2845,-479,-3271,-2989,-10182,4076,1657,-10672,-18423,0
306,-2360,4437,-1497,-9507,-6247,-4969,9922,-4958,233,-814,-2347,-5621,2719,-847,-3597,-2849,-11015,4199,1404,-11539,-18165,0
307,-3201,3153,-1725,-10396,-6341,-6818,9977,-5876,-161,-1759,-2615,-6074,2420,-1317,-3818,-2485,-11885,3911,1081,-12209,-17911,0
308,-4031,2014,-2048,-11213,-6780,-8239,9602,-6935,-867,-2879,-2968,-6617,1960,-1811,-3893,-1870,-12701,3180,680,-12521,-17669,0
309,-4748,1180,-2439,-11878,-7505,-9065,8826,-8031,-1841,-4087,-3382,-7182,1398,-2231,-3777,-992,-13382,2058,218,-12384,-17443,0
310,-5288,739,-2870,-12335,-8429,-9243,7727,-9059,-3011,-5295,-3803,-7700,821,-2483,-3433,139,-13865,664,-260,-11791,-17232,0
311,-5635,699,-3318,-12562,-9449,-8847,6420,-9934,-4283,-6422,-4167,-8111,324,-2503,-2849,1484,-14120,-837,-696,-10827,-17029,0
312,-5817,988,-3767,-12570,-10467,-8059,5028,-10601,-5560,-7402,-4413,-8375,-12,-2271,-2043,2977,-14148,-2284,-1034,-9647,-16830,0
313,-5897,1478,-4208,-12404,-11396,-7127,3674,-11034,-6746,-8179,-4507,-8472,-135,-1816,-1071,4524,-13985,-3540,-1228,-8438,-16627,0
314,-5952,2015,-4633,-12124,-12179,-6307,2461,-11231,-7752,-8705,-4438,-8398,-22,-1197,-12,6022,-13686,-4512,-1249,-7380,-16409,0
315,-6052,2443,-5034,-11789,-12793,-5804,1473,-11196,-8498,-8931,-4215,-8157,322,-482,1047,7372,-13316,-5151,-1091,-6607,-16167,0
316,-6247,2640,-5395,-11449,-13248,-5729,778,-10928,-8915,-8814,-3862,-7756,879,276,2024,8490,-12931,-5445,-759,-6188,-15890,0
317,-6553,2541,-5694,-11134,-13581,-6082,433,-10429,-8950,-8326,-3405,-7203,1625,1058,2863,9318,-12573,-5402,-274,-6119,-15576,0
318,-6957,2126,-5907,-10859,-13844,-6770,484,-9713,-8579,-7477,-2873,-6519,2533,1853,3529,9825,-12266,-5056,338,-6345,-15228,0
319,-7426,1435,-6021,-10633,-14090,-7650,957,-8829,-7816,-6330,-2302,-5752,3576,2669,4013,10006,-12029,-4472,1043,-6785,-14863,0
320,-7923,541,-6039,-10471,-14353,-8577,1843,-7871,-6724,-5014,-1737,-4982,4713,3489,4327,9878,-11880,-3751,1799,-7362,-14502,0
321,-8415,-462,-5985,-10404,-14644,-9449,3085,-6981,-5413,-3710,-1234,-4321,5890,4273,4482,9475,-11850,-3022,2555,-8020,-14167,0
322,-8882,-1473,-5906,-10476,-14951,-10221,4563,-6324,-4031,-2625,-857,-3895,7024,4953,4495,8843,-11977,-2430,3253,-8734,-13871,0
323,-9315,-2393,-5860,-10731,-15246,-10905,6107,-6050,-2745,-1948,-664,-3813,8020,5444,4379,8034,-12299,-2099,3831,-9494,-13616,0
324,-9712,-3134,-5903,-11197,-15500,-11534,7509,-6251,-1714,-1809,-698,-4139,8765,5667,4152,7106,-12839,-2110,4229,-10286,-13386,0
325,-10066,-3628,-6076,-11872,-15698,-12139,8565,-6934,-1065,-2248,-975,-4862,9158,5569,3823,6113,-13591,-2480,4399,-11083,-13155,0
326,-10370,-3833,-6392,-12715,-15843,-12725,9105,-8018,-873,-3211,-1480,-5901,9115,5137,3410,5105,-14510,-3170,4312,-11830,-12896,0
327,-10615,-3742,-6837,-13658,-15953,-13274,9032,-9349,-1150,-4564,-2169,-7115,8599,4400,2934,4120,-15524,-4105,3960,-12452,-12584,0
328,-10800,-3394,-7374,-14613,-16051,-13757,8338,-10742,-1850,-6134,-2981,-8337,7619,3422,2412,3184,-16540,-5207,3355,-12873,-12205,0
329,-10938,-2875,-7950,-15500,-16153,-14163,7107,-12023,-2874,-7740,-3849,-9412,6236,2291,1859,2317,-17471,-6414,2530,-13034,-11757,0
330,-11061,-2309,-8512,-16260,-16259,-14511,5493,-13066,-4092,-9229,-4712,-10231,4558,1102,1279,1527,-18254,-7683,1527,-12912,-11245,0
331,-11214,-1845,-9012,-16865,-16357,-14855,3692,-13805,-5359,-10495,-5521,-10746,2721,-55,669,823,-18854,-8988,391,-12530,-10674,0
332,-11452,-1625,-9418,-17318,-16434,-15269,1897,-14237,-6538,-11474,-6239,-10971,874,-1103,15,206,-19275,-10290,-831,-11957,-10053,0
333,-11817,-1758,-9713,-17637,-16489,-15814,266,-14401,-7517,-12146,-6841,-10966,-844,-1992,-697,-322,-19540,-11523,-2095,-11295,-9388,0
334,-12329,-2292,-9892,-17850,-16538,-16520,-1103,-14362,-8222,-12515,-7312,-10814,-2322,-2698,-1485,-768,-19685,-12595,-3357,-10655,-8693,0
335,-12971,-3199,-9964,-17976,-16614,-17358,-2179,-14189,-8628,-12611,-7648,-10599,-3494,-3232,-2356,-1150,-19738,-13399,-4575,-10139,-7990,0
336,-13691,-4372,-9941,-18023,-16743,-18247,-2987,-13946,-8754,-12484,-7861,-10386,-4346,-3638,-3315,-1497,-19719,-13851,-5705,-9815,-7311,0
337,-14409,-5644,-9845,-17991,-16931,-19069,-3583,-13692,-8660,-12205,-7976,-10222,-4920,-3985,-4354,-1849,-19635,-13922,-6715,-9704,-6696,0
338,-15031,-6826,-9699,-17882,-17148,-19698,-4040,-13480,-8427,-11865,-8030,-10134,-5300,-4353,-5456,-2246,-19488,-13651,-7572,-9776,-6176,0
339,-15478,-7738,-9532,-17709,-17332,-20035,-4408,-13355,-8142,-11561,-8062,-10140,-5597,-4819,-6593,-2718,-19291,-13150,-8269,-9965,-5768,0
340,-15703,-8266,-9373,-17504,-17411,-20036,-4720,-13356,-7886,-11385,-8103,-10252,-5921,-5432,-7727,-3273,-19072,-12582,-8819,-10180,-5461,0
341,-15706,-8375,-9256,-17319,-17331,-19721,-4989,-13505,-7719,-11405,-8164,-10479,-6357,-6202,-8812,-3891,-18879,-12121,-9257,-10332,-5218,0
342,-15539,-8130,-9210,-17216,-17078,-19177,-5218,-13808,-7680,-11655,-8231,-10826,-6952,-7097,-9800,-4526,-18774,-11920,-9634,-10351,-4982,0
343,-15294,-7664,-9258,-17262,-16690,-18534,-5413,-14248,-7787,-12132,-8273,-11289,-7705,-8048,-10647,-5112,-18822,-12079,-10006,-10197,-4689,0
344,-15085,-7162,-9414,-17504,-16245,-17939,-5592,-14797,-8040,-12806,-8251,-11849,-8577,-8965,-11320,-5574,-19072,-12635,-10417,-9864,-4288,0
345,-15019,-6806,-9678,-17967,-15840,-17523,-5784,-15418,-8429,-13628,-8138,-12474,-9505,-9764,-11797,-5842,-19549,-13565,-10895,-9377,-3747,0
